# ICM42688 vertical acceleration GUI log
# vertical_accel_mps2=(accel_z_g-1.0)*9.80665
# start_unix=1778752813
host_time_iso,elapsed_s,imu_time_us,imu_sample,imu_temp_c,accel_x_g,accel_y_g,accel_z_g,vertical_accel_g,vertical_accel_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_failed_reads
2026-05-14T18:00:16.819,3.579,24113230,1116,25.559,0.00000,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.244,1
2026-05-14T18:00:16.843,3.603,24133228,1117,25.559,0.00000,-0.11084,-0.97168,-1.971680,-19.335576,-0.061,0.183,-0.183,1
2026-05-14T18:00:16.913,3.672,24148972,1118,25.574,0.00000,-0.11133,-0.97217,-1.972170,-19.340381,-0.061,0.183,-0.183,1
2026-05-14T18:00:16.913,3.673,24174212,1119,25.574,-0.00098,-0.11035,-0.96973,-1.969730,-19.316453,-0.061,0.183,-0.183,1
2026-05-14T18:00:16.914,3.673,24194227,1120,25.574,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:16.920,3.679,24209953,1121,25.543,0.00000,-0.11133,-0.97070,-1.970700,-19.325965,-0.061,0.122,-0.183,1
2026-05-14T18:00:16.941,3.701,24235230,1122,25.589,-0.00098,-0.10986,-0.97119,-1.971190,-19.330770,-0.061,0.122,-0.183,1
2026-05-14T18:00:16.964,3.723,24255220,1123,25.559,0.00049,-0.11084,-0.96973,-1.969730,-19.316453,-0.061,0.244,-0.122,1
2026-05-14T18:00:16.975,3.735,24270959,1124,25.559,-0.00098,-0.10986,-0.96826,-1.968260,-19.302037,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.000,3.759,24296232,1125,25.574,0.00000,-0.11035,-0.96826,-1.968260,-19.302037,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.025,3.785,24316227,1126,25.589,-0.00195,-0.11035,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.183,1
2026-05-14T18:00:17.038,3.797,24331967,1127,25.589,-0.00049,-0.10938,-0.97119,-1.971190,-19.330770,-0.122,0.122,-0.122,1
2026-05-14T18:00:17.076,3.835,24368954,1128,25.574,-0.00049,-0.10986,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.101,3.861,24394219,1129,25.543,0.00098,-0.10986,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.126,3.885,24414220,1130,25.543,-0.00098,-0.10986,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.139,3.898,24428954,1131,25.574,-0.00049,-0.11035,-0.96973,-1.969730,-19.316453,-0.061,0.244,-0.122,1
2026-05-14T18:00:17.164,3.923,24455226,1132,25.574,-0.00146,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.122,-0.183,1
2026-05-14T18:00:17.176,3.936,24475219,1133,25.574,0.00098,-0.11084,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.183,1
2026-05-14T18:00:17.199,3.959,24490956,1134,25.574,-0.00098,-0.10938,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.224,3.983,24516210,1135,25.574,-0.00049,-0.11035,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.237,3.996,24536209,1136,25.559,-0.00146,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,1
2026-05-14T18:00:17.259,4.018,24550954,1137,25.959,-0.00049,-0.00049,-0.00049,-1.000490,-9.811455,-0.061,-0.061,-0.061,1
2026-05-14T18:00:17.284,4.043,24577226,1138,25.574,0.00000,-0.10986,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.309,4.068,24597221,1139,25.543,-0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.320,4.079,24612969,1140,25.574,-0.00049,-0.11133,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.345,4.104,24638228,1141,25.559,-0.00098,-0.11182,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.413,4.172,24658220,1142,25.574,-0.00098,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.413,4.173,24672954,1143,25.543,0.00049,-0.11133,-0.97119,-1.971190,-19.330770,-0.122,0.122,-0.122,1
2026-05-14T18:00:17.414,4.173,24699226,1144,25.543,-0.00098,-0.11084,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.183,1
2026-05-14T18:00:17.429,4.188,24719221,1145,25.574,-0.00146,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.441,4.201,24734957,1146,25.574,-0.00049,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.465,4.225,24760233,1147,25.574,0.00049,-0.10938,-0.97168,-1.971680,-19.335576,-0.122,0.122,-0.122,1
2026-05-14T18:00:17.489,4.248,24780220,1148,25.559,-0.00098,-0.10986,-0.96973,-1.969730,-19.316453,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.501,4.261,24794954,1149,25.543,-0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.527,4.286,24821231,1150,25.559,0.00000,-0.11035,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.552,4.311,24841221,1151,25.543,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.565,4.324,24856957,1152,25.589,-0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.590,4.349,24882233,1153,25.559,0.00000,-0.11133,-0.97119,-1.971190,-19.330770,-0.061,0.122,-0.122,1
2026-05-14T18:00:17.602,4.361,24902220,1154,25.559,0.00000,-0.10986,-0.97021,-1.970210,-19.321160,-0.061,0.122,-0.183,1
2026-05-14T18:00:17.627,4.386,24916954,1155,25.559,-0.00049,-0.11035,-0.96875,-1.968750,-19.306842,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.651,4.411,24943219,1156,25.589,-0.00049,-0.11035,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.664,4.423,24963219,1157,25.619,-0.00049,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.686,4.446,24978970,1158,25.574,-0.00049,-0.11133,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.712,4.471,25004228,1159,25.574,0.00000,-0.11035,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.736,4.496,25024220,1160,25.574,0.00000,-0.10986,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.749,4.508,25038955,1161,25.559,-0.00146,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:17.774,4.533,25065231,1162,25.574,-0.00049,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.122,-0.183,1
2026-05-14T18:00:17.797,4.556,25085221,1163,25.574,0.00000,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.807,4.567,25100956,1164,25.543,-0.00195,-0.10986,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.122,1
2026-05-14T18:00:17.831,4.590,25126219,1165,25.574,-0.00098,-0.11230,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.852,4.612,25146220,1166,25.589,0.00000,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.905,4.665,25160942,1167,25.589,0.00000,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.915,4.675,25187203,1168,25.559,0.00000,-0.11084,-0.97266,-1.972660,-19.345186,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.920,4.679,25207201,1169,25.574,0.00000,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.931,4.690,25221946,1170,25.574,0.00000,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:17.955,4.714,25247226,1171,25.543,-0.00049,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.183,1
2026-05-14T18:00:17.968,4.727,25267211,1172,25.543,-0.00049,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.183,1
2026-05-14T18:00:17.993,4.752,25282943,1173,25.574,0.00000,-0.11133,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.016,4.776,25308207,1174,25.574,0.00000,-0.11182,-0.96973,-1.969730,-19.316453,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.040,4.800,25328212,1175,25.574,0.00049,-0.11084,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.053,4.812,25343940,1176,25.574,0.00049,-0.11084,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.090,4.850,25380956,1177,25.574,0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.116,4.875,25406213,1178,25.559,-0.00049,-0.11035,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.128,4.887,25426213,1179,25.574,-0.00049,-0.11084,-0.97168,-1.971680,-19.335576,-0.122,0.122,-0.122,1
2026-05-14T18:00:18.153,4.912,25441969,1180,25.574,0.00049,-0.10938,-0.97119,-1.971190,-19.330770,-0.061,0.122,-0.183,1
2026-05-14T18:00:18.178,4.937,25467231,1181,25.559,0.00049,-0.11182,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.183,1
2026-05-14T18:00:18.191,4.950,25487221,1182,25.543,-0.00049,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,1
2026-05-14T18:00:18.203,4.963,25502956,1183,25.559,0.00000,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.122,-0.183,1
2026-05-14T18:00:18.240,5.000,25528230,1184,25.574,0.00000,-0.10938,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.253,5.013,25548228,1185,25.574,-0.00049,-0.11133,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.061,1
2026-05-14T18:00:18.266,5.026,25563956,1186,25.574,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.291,5.051,25589231,1187,25.574,-0.00098,-0.11035,-0.97119,-1.971190,-19.330770,-0.061,0.122,-0.244,1
2026-05-14T18:00:18.317,5.076,25609221,1188,25.574,0.00049,-0.11133,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.327,5.086,25624955,1189,25.604,0.00000,-0.11035,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.352,5.112,25650231,1190,25.574,0.00000,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.417,5.176,25670228,1191,25.574,-0.00098,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.417,5.177,25685956,1192,25.589,-0.00098,-0.11035,-0.96973,-1.969730,-19.316453,-0.122,0.122,-0.183,1
2026-05-14T18:00:18.423,5.182,25711231,1193,25.589,-0.00098,-0.11133,-0.97119,-1.971190,-19.330770,-0.061,0.122,-0.183,1
2026-05-14T18:00:18.434,5.194,25731221,1194,25.574,-0.00342,-0.09570,-0.90332,-1.903320,-18.665193,0.244,0.610,-0.244,1
2026-05-14T18:00:18.457,5.216,25746956,1195,25.574,-0.00342,-0.10986,-0.96582,-1.965820,-19.278109,0.244,0.427,-0.183,1
2026-05-14T18:00:18.482,5.241,25772205,1196,25.543,-0.00049,-0.10840,-0.96533,-1.965330,-19.273303,-0.122,0.183,-0.183,1
2026-05-14T18:00:18.494,5.253,25792209,1197,25.574,0.00049,-0.10986,-0.96533,-1.965330,-19.273303,-0.122,0.122,-0.122,1
2026-05-14T18:00:18.516,5.275,25807951,1198,25.574,0.00049,-0.10986,-0.96533,-1.965330,-19.273303,-0.122,0.122,-0.122,1
2026-05-14T18:00:18.541,5.300,25833211,1199,25.543,-0.00098,-0.10938,-0.96924,-1.969240,-19.311647,-0.122,0.183,-0.183,1
2026-05-14T18:00:18.553,5.313,25853210,1200,25.574,-0.00293,-0.10645,-0.94873,-1.948730,-19.110513,-0.244,0.122,-0.183,1
2026-05-14T18:00:18.576,5.336,25868946,1201,25.574,-0.00293,-0.10645,-0.94873,-1.948730,-19.110513,-0.244,0.122,-0.183,1
2026-05-14T18:00:18.602,5.361,25894212,1202,25.589,-0.00195,-0.10986,-0.96631,-1.966310,-19.282914,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.627,5.386,25914209,1203,25.559,-0.00098,-0.11084,-0.97168,-1.971680,-19.335576,-0.122,0.122,-0.122,1
2026-05-14T18:00:18.640,5.399,25929941,1204,25.559,-0.00146,-0.00049,-0.00049,-1.000490,-9.811455,-0.061,-0.061,-0.061,1
2026-05-14T18:00:18.663,5.422,25955220,1205,25.574,0.00049,-0.11133,-0.97217,-1.972170,-19.340381,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.688,5.447,25975210,1206,25.559,-0.00049,-0.11035,-0.97217,-1.972170,-19.340381,-0.122,0.122,-0.183,1
2026-05-14T18:00:18.700,5.460,25990946,1207,25.559,-0.00049,-0.11035,-0.97217,-1.972170,-19.340381,-0.122,0.122,-0.183,1
2026-05-14T18:00:18.725,5.485,26016212,1208,25.559,-0.00098,-0.11133,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.738,5.497,26036209,1209,25.589,0.00000,-0.11182,-0.97168,-1.971680,-19.335576,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.763,5.522,26051939,1210,25.589,0.00000,-0.11182,-0.97168,-1.971680,-19.335576,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.788,5.547,26077200,1211,25.574,-0.00049,-0.11035,-0.96973,-1.969730,-19.316453,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.800,5.559,26097210,1212,25.543,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.823,5.583,26112939,1213,25.543,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.847,5.607,26138209,1214,25.574,-0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:18.908,5.667,26158212,1215,25.574,0.00000,-0.11084,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.909,5.668,26173943,1216,25.574,0.00000,-0.11084,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,1
2026-05-14T18:00:18.909,5.668,26199209,1217,25.574,0.00000,-0.11133,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.183,1
2026-05-14T18:00:18.919,5.678,26219210,1218,25.574,0.00000,-0.11133,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.942,5.701,26234940,1219,25.574,0.00000,-0.11133,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.183,1
2026-05-14T18:00:18.967,5.727,26260212,1220,25.589,-0.00049,-0.11133,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.183,1
2026-05-14T18:00:18.992,5.752,26280228,1221,25.604,0.00000,-0.10986,-0.96973,-1.969730,-19.316453,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.005,5.764,26294943,1222,25.604,0.00000,-0.10986,-0.96973,-1.969730,-19.316453,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.030,5.790,26321209,1223,25.604,0.00000,-0.11035,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:19.043,5.802,26341232,1224,25.619,0.00098,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.183,1
2026-05-14T18:00:19.068,5.827,26355955,1225,25.619,0.00098,-0.11084,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.183,1
2026-05-14T18:00:19.109,5.869,26391973,1226,25.559,0.00000,-0.11084,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.122,1
2026-05-14T18:00:19.119,5.878,26418231,1227,25.589,0.00000,-0.10938,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.143,5.903,26438231,1228,25.589,0.00000,-0.10938,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.156,5.915,26453951,1229,25.574,-0.00049,-0.11084,-0.97266,-1.972660,-19.345186,-0.061,0.122,-0.183,1
2026-05-14T18:00:19.181,5.941,26479234,1230,25.589,0.00000,-0.11084,-0.97266,-1.972660,-19.345186,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.206,5.966,26499216,1231,25.574,0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,1
2026-05-14T18:00:19.219,5.978,26514960,1232,25.574,0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,1
2026-05-14T18:00:19.244,6.003,26540205,1233,25.574,-0.00146,-0.11084,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,1
2026-05-14T18:00:19.267,6.026,26560212,1234,25.543,-0.00049,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,1
2026-05-14T18:00:19.279,6.038,26575938,1235,25.543,-0.00049,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,1
2026-05-14T18:00:19.304,6.064,26601220,1236,25.574,0.00000,-0.10938,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.330,6.089,26621209,1237,25.574,-0.00049,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.342,6.101,26636947,1238,25.574,-0.00049,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.419,6.178,26662212,1239,25.574,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,1
2026-05-14T18:00:19.419,6.179,26682212,1240,25.559,-0.00049,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,1
2026-05-14T18:00:19.433,6.193,26723209,1241,25.574,-0.00098,-0.11182,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.122,2
2026-05-14T18:00:19.446,6.205,26743215,1242,25.574,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.469,6.228,26757943,1243,25.574,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.491,6.250,26784219,1244,25.574,-0.00049,-0.11035,-0.97217,-1.972170,-19.340381,-0.061,0.122,-0.183,2
2026-05-14T18:00:19.515,6.275,26804209,1245,25.559,-0.00049,-0.11035,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.528,6.288,26819960,1246,25.559,-0.00049,-0.11035,-0.97168,-1.971680,-19.335576,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.554,6.313,26845203,1247,25.604,0.00000,-0.11035,-0.97217,-1.972170,-19.340381,-0.061,-0.061,-0.061,2
2026-05-14T18:00:19.566,6.325,26865212,1248,25.604,0.00000,-0.11084,-0.97021,-1.970210,-19.321160,-0.061,0.122,-0.183,2
2026-05-14T18:00:19.591,6.350,26880966,1249,25.604,0.00000,-0.11084,-0.97021,-1.970210,-19.321160,-0.061,0.122,-0.183,2
2026-05-14T18:00:19.616,6.375,26906214,1250,25.574,-0.00049,-0.11084,-0.96924,-1.969240,-19.311647,-0.122,0.183,-0.183,2
2026-05-14T18:00:19.629,6.388,26926220,1251,25.559,0.00000,-0.10986,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.654,6.413,26941959,1252,25.559,0.00000,-0.10986,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.679,6.438,26967232,1253,25.543,-0.00098,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.122,-0.122,2
2026-05-14T18:00:19.692,6.451,26987221,1254,25.574,0.00000,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,-0.061,-0.061,2
2026-05-14T18:00:19.705,6.464,27001972,1255,25.574,0.00000,-0.11084,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,2
2026-05-14T18:00:19.730,6.489,27028233,1256,25.589,0.00000,-0.11182,-0.97412,-1.974120,-19.359504,-0.122,0.183,-0.183,2
2026-05-14T18:00:19.755,6.514,27048220,1257,25.604,0.00146,-0.10938,-0.97217,-1.972170,-19.340381,0.000,0.183,-0.183,2
2026-05-14T18:00:19.767,6.527,27063961,1258,25.604,0.00146,-0.10938,-0.97217,-1.972170,-19.340381,0.000,0.183,-0.183,2
2026-05-14T18:00:19.793,6.552,27089219,1259,25.574,-0.00049,-0.11084,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,2
2026-05-14T18:00:19.818,6.577,27109221,1260,25.589,0.00049,-0.10986,-0.97021,-1.970210,-19.321160,-0.122,0.122,-0.122,2
2026-05-14T18:00:19.830,6.590,27124958,1261,25.589,-0.00049,-0.11182,-0.96973,-1.969730,-19.316453,-0.122,0.183,-0.183,2
2026-05-14T18:00:19.856,6.615,27150233,1262,25.574,0.00000,-0.11084,-0.96973,-1.969730,-19.316453,-0.061,0.122,-0.244,2
2026-05-14T18:00:19.924,6.684,27170220,1263,25.604,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.925,6.684,27184956,1264,25.604,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:19.925,6.685,27211233,1265,25.589,-0.00098,-0.11133,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.183,2
2026-05-14T18:00:19.936,6.695,27231221,1266,25.574,0.00000,-0.11084,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,2
2026-05-14T18:00:19.948,6.708,27246957,1267,25.589,0.00000,-0.10986,-0.96875,-1.968750,-19.306842,0.000,0.183,-0.183,2
2026-05-14T18:00:19.972,6.732,27272210,1268,25.574,0.00049,-0.11133,-0.97168,-1.971680,-19.335576,-0.061,0.122,-0.183,2
2026-05-14T18:00:19.998,6.757,27292232,1269,25.604,0.00000,-0.11133,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.183,2
2026-05-14T18:00:20.010,6.770,27306942,1270,25.589,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.034,6.794,27333220,1271,25.574,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,2
2026-05-14T18:00:20.058,6.817,27353210,1272,25.589,0.00000,-0.11035,-0.97266,-1.972660,-19.345186,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.094,6.853,27389949,1273,25.559,0.00049,-0.11182,-0.97070,-1.970700,-19.325965,-0.122,0.122,-0.183,2
2026-05-14T18:00:20.119,6.879,27415211,1274,25.574,0.00000,-0.11182,-0.97266,-1.972660,-19.345186,-0.061,0.183,-0.183,2
2026-05-14T18:00:20.145,6.904,27435213,1275,25.589,0.00000,-0.11133,-0.97168,-1.971680,-19.335576,-0.061,0.183,-0.122,2
2026-05-14T18:00:20.157,6.916,27450939,1276,25.589,-0.00049,-0.11035,-0.97168,-1.971680,-19.335576,-0.122,0.122,-0.183,2
2026-05-14T18:00:20.182,6.941,27476207,1277,25.604,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.207,6.966,27496211,1278,25.589,0.00000,-0.11084,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.220,6.979,27511933,1279,25.604,0.00000,-0.11035,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,2
2026-05-14T18:00:20.244,7.003,27537209,1280,25.574,0.00098,-0.10938,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.122,2
2026-05-14T18:00:20.268,7.028,27557212,1281,25.604,-0.00049,-0.11084,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.122,2
2026-05-14T18:00:20.282,7.041,27571943,1282,25.604,-0.00049,-0.11035,-0.97119,-1.971190,-19.330770,-0.061,0.183,-0.122,2
2026-05-14T18:00:20.307,7.066,27598217,1283,25.574,0.00049,-0.11133,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.244,2
2026-05-14T18:00:20.319,7.079,27618212,1284,25.559,-0.00098,-0.11084,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.344,7.104,27633945,1285,25.574,0.00098,-0.10986,-0.97119,-1.971190,-19.330770,-0.122,0.122,-0.183,2
2026-05-14T18:00:20.362,7.121,27659211,1286,25.604,-0.00195,-0.11084,-0.97021,-1.970210,-19.321160,-0.061,0.183,-0.244,2
2026-05-14T18:00:20.414,7.174,27679213,1287,25.604,0.00000,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:20.415,7.174,27694940,1288,25.589,0.00000,-0.11279,-0.96973,-1.969730,-19.316453,-0.122,0.122,-0.122,2
2026-05-14T18:00:20.428,7.188,27720208,1289,25.604,0.00049,-0.11133,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.183,2
2026-05-14T18:00:20.451,7.211,27740211,1290,25.574,-0.00049,-0.11035,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:20.464,7.223,27754959,1291,25.574,-0.00098,-0.10986,-0.97070,-1.970700,-19.325965,-0.122,0.122,-0.183,2
2026-05-14T18:00:20.489,7.248,27781231,1292,25.574,-0.00049,-0.11084,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.513,7.272,27801220,1293,25.574,-0.00049,-0.11035,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.122,2
2026-05-14T18:00:20.525,7.285,27816970,1294,25.574,-0.00098,-0.11133,-0.97070,-1.970700,-19.325965,-0.122,0.183,-0.122,2
2026-05-14T18:00:20.551,7.310,27842231,1295,25.574,0.00000,-0.10986,-0.97119,-1.971190,-19.330770,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.563,7.323,27862221,1296,25.589,-0.00049,-0.10889,-0.97070,-1.970700,-19.325965,-0.061,0.183,-0.244,2
2026-05-14T18:00:20.588,7.348,27876959,1297,25.604,0.00000,-0.10938,-0.97021,-1.970210,-19.321160,-0.122,0.183,-0.183,2
2026-05-14T18:00:20.613,7.373,27903231,1298,25.619,-0.00049,-0.11133,-0.96973,-1.969730,-19.316453,-0.061,0.183,-0.183,2
